text,created_at
@AstroJordy @WholeMarsBlog They are,2020-10-07T14:37:49.000Z
@WholeMarsBlog I do so wish that more companies would put down their spreadsheets for a moment and focus on making products that move your heart,2020-10-07T14:33:53.000Z
@PPathole @klod_ua @Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley 7 bar absolute  which is fine for flight. This was a proof test  rather than a burst test. We’ll hopefully fix the leak today &amp; retest.,2020-10-07T14:10:43.000Z
@klod_ua @Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley Cryo pressure test succeeded  but a small leak opened up near the engine mounts  possibly due to differential shrinking,2020-10-07T14:03:48.000Z
@Erdayastronaut @TrevorMahlmann @johnkrausphotos @Mike_Seeley One of the best shots ever!,2020-10-07T13:56:50.000Z
@SamTalksTesla @SpaceX Much sooner,2020-10-07T13:50:59.000Z
@mdcainjr @SpaceX @45thSpaceWing @NASA Great photo!,2020-10-06T21:00:55.000Z
@DirtyTesla @SpaceX It will soon,2020-10-06T16:11:19.000Z
RT @SpaceX: Falcon 9 launches 60 Starlink satellites to orbit  completing SpaceX's 43rd flight of a previously flown rocket booster https:/…,2020-10-06T13:30:39.000Z
@SpaceX Once these satellites reach their target position  we will be able to roll out a fairly wide public beta in northern US &amp; hopefully southern Canada. Other countries to follow as soon as we receive regulatory approval.,2020-10-06T12:55:48.000Z
RT @SpaceX: Deployment of 60 Starlink satellites confirmed https://t.co/x83OvjB4Pa,2020-10-06T12:52:12.000Z
@flcnhvy @alvianchoiri We’re not seeing notable differences yet. I think the boosters could probably do 100+ reflights. Some of the (small) composite helium tanks would need to be replaced. Maybe turbopump hot sections.,2020-10-06T12:05:41.000Z
@PPathole @alvianchoiri Roughly a week or two turnaround is all that’s needed to meet max launch demand. Starship Super Heavy is designed for reflight in less than an hour.,2020-10-06T12:00:07.000Z
@alvianchoiri Ahem  yes  it was the 3rd flight of this booster &amp; 3rd flight for active half of fairing. Aiming for 10+ flights of booster &amp; fairing by end of next year.,2020-10-06T11:50:27.000Z
4th flight &amp; landing for this booster https://t.co/UOtvMkgXqH,2020-10-06T11:44:54.000Z
5 minutes from launch. Looks good so far. https://t.co/on2f1pY5jt,2020-10-06T11:24:42.000Z
@cleantechnica So crazy to subsidize pollution! This is not good for people  especially in dense cities with heavy traffic  where your air intake is jammed up against another car’s exhaust pipe.,2020-10-06T04:42:37.000Z
@SciGuySpace It’s a step in the right direction  but they should really aim for full reusability by 2026. Larger rocket would also make sense for literal economies of scale. Goal should be to minimize cost per useful ton to orbit or it will at best serve a niche market.,2020-10-06T01:07:31.000Z
Turn volume to 11 &amp; play Powerglide in your Tesla https://t.co/l07Yc02P7g,2020-10-05T23:42:20.000Z
@teslaownersSV FSD will solve these issues,2020-10-05T23:25:24.000Z
Music volume on a Tesla goes to 11  because it’s louder than 10https://t.co/ab5hAMo3EN,2020-10-05T23:22:49.000Z
@Kristennetten @flcnhvy One of my favorite writers. Foundation is tough to make into a movie  but has outstanding potential.,2020-10-05T23:19:58.000Z
@OrionsGauntlet 💯,2020-10-05T22:58:07.000Z
@christianserino https://t.co/gLnevuneYl,2020-10-05T22:42:24.000Z
Rewatched Young Frankenstein this weekend. Still awesome. Ovaltine? https://t.co/WiMdyFSuiq,2020-10-05T22:38:33.000Z
@flcnhvy The remake has the potential to be great. I kinda liked the original tbh  but it’s possible to take it up a level.,2020-10-05T22:30:04.000Z
Hollywood should just start with the sequel &amp; skip the original  because financials,2020-10-05T22:21:07.000Z
@cleantechnica This article is wildly incorrect about lithium battery costs by a factor of 5 or more presently &amp; 10X long-term,2020-10-05T21:45:34.000Z
@SamTalksTesla @teslaownersSV @PPathole @RationalEtienne @stevenmarkryan @Kristennetten @WholeMarsBlog Pretty wild  considering that Exxon was the most valuable company in the word when we went public 10 years ago,2020-10-05T20:10:51.000Z
New SpaceX droneship will be called “A Shortfall of Gravitas”,2020-10-04T14:23:38.000Z
Nothing can escape gravity  not even black holes (and they really tried!),2020-10-04T14:05:42.000Z
@ID_AA_Carmack Would be cool to put yourself in the mind of the car while it’s driving,2020-10-04T13:40:53.000Z
@Model3teslaJ Coming soon,2020-10-04T03:11:58.000Z
Call of Booty  great game,2020-10-04T00:12:06.000Z
https://t.co/HyfszSrm6m,2020-10-04T00:04:41.000Z
@teslaownersSV @SpaceX Vector-space bird’s eye view coming with FSD,2020-10-03T04:51:31.000Z
@PPathole @SpaceX Unexpected pressure rise in the turbomachinery gas generator,2020-10-03T04:46:08.000Z
@Erdayastronaut @SpaceX All of that and more. We’re doing a broad review of launch site  propulsion  structures  avionics  range &amp; regulatory constraints this weekend. I will also be at the Cape next week to review hardware in person.,2020-10-03T04:43:08.000Z
@alandail @SpaceX Exactly,2020-10-03T04:38:04.000Z
@SpaceX We will need to make a lot of improvements to have a chance of completing 48 launches next year!,2020-10-03T04:34:05.000Z
@lexfridman I agree with Lex,2020-10-02T23:39:55.000Z
@Mike94160775 @Tesla @ElectrekCo @Teslarati Glad you’re ok!,2020-10-02T18:10:23.000Z
@Sofiaan @Tesla Haha,2020-10-02T17:42:21.000Z
@amoghbhushan @TeslaClubIN @WholeMarsBlog @MKBHD Thanks for waiting!,2020-10-02T07:33:42.000Z
@TeslaClubIN @WholeMarsBlog @MKBHD Next year for sure,2020-10-02T07:32:02.000Z
@tobyliiiiiiiiii @RationalEtienne @SPEXcast @William_M_Brown @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Oh yeah  Starship update coming in about 3 weeks. The design has coalesced. What is presented will actually be what flies to orbit as V1.0 with almost no changes.,2020-10-02T07:18:17.000Z
@RationalEtienne @SPEXcast @William_M_Brown @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard High frequency lasers are the way to go for sure,2020-10-02T07:13:58.000Z
@SPEXcast @William_M_Brown @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Great,2020-10-02T07:10:28.000Z
@William_M_Brown @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Brownsville is quite far south  so probably 3 months or so for good connectivity — needs several more Starlink launches. I’m using it at the little house I rent in the area. Definitely not good there yet.,2020-10-02T07:08:17.000Z
@PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Average latency will improve as more satellites launch (directly above you more frequently) &amp; more ground stations are deployed. As we’re able to put more ground stations on roofs of server centers  legacy Internet latency will be zero.,2020-10-02T06:58:59.000Z
@tobyliiiiiiiiii @RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Very soon for higher latitudes like Seattle,2020-10-02T06:51:28.000Z
@RationalEtienne @PPathole @thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Yes  Starlink is designed to enable competitive gaming,2020-10-02T06:49:11.000Z
@PPathole @Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist Probably 5 or 6 with an optimized tanker  although filling up the ship in orbit isn’t required for Mars  so 4 is possible,2020-10-02T05:54:55.000Z
@thesheetztweetz @waEMD @SpaceX @SpaceXStarlink @WANationalGuard Starlink will be a revolution in connectivity  especially for remote regions or for emergency services when landlines are damaged,2020-10-02T05:45:44.000Z
@WholeMarsBlog @MKBHD Yeah,2020-10-02T04:11:52.000Z
@AdlanBogatyryov @Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist Great letter! It will be increasingly difficult to see Starlink satellites  as we’re actively working with the astronomer community to ensure that even the most sensitive telescopes are fine &amp; scientific progress is not impeded.,2020-10-02T04:08:56.000Z
@Erdayastronaut @NASASpaceflight @BocaChicaGal @TheFavoritist The ship rings are thicker than they need to be (for now)  so same thickness works for booster &amp; ship for hoop stress. Booster lower tank will have longitudinal stiffeners to prevent buckling.,2020-10-02T04:02:01.000Z
@MKBHD It’s next-level,2020-10-02T03:18:53.000Z
@FOX10Phoenix 💰💩🤣,2020-10-01T23:59:26.000Z
@officialalishap @flcnhvy @Tesla Glad to hear your Mom is ok,2020-10-01T23:53:14.000Z
@Zshauladventure @NASAKennedy @ulalaunch @SpaceX @NatReconOfc Good to see. Inspiring for future of space!,2020-10-01T23:51:36.000Z
@somi_teslagirl @Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT The new heat pump in Model Y is what really makes the difference in cold weather,2020-10-01T19:24:53.000Z
@thatt3slaguy @Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT Yes  coming soon,2020-10-01T19:23:43.000Z
@ErcXspace @SpaceX @FelixSchlang @MarcusHouseGame @Erdayastronaut @NASASpaceflight Great render! The circumferential welds &amp; skin panels will be much smoother in future builds.,2020-10-01T19:03:55.000Z
@Model3Owners @FutureJurvetson @CFS_energy @CUP_Plasma @MIT That’s very hard to do. Have you tried pushing on the charge port door to open? It’s designed to support a manual press to open as well as automatic.,2020-10-01T19:01:22.000Z
@FutureJurvetson @CFS_energy @CUP_Plasma @MIT It’s cool &amp; for sure can &amp; should be done  but I suspect its best case will be more costly than wind &amp; solar (aka big fusion reactor in sky),2020-10-01T18:20:48.000Z
@austinbarnard45 Weld esthetics will improve greatly in upcoming Starships,2020-10-01T05:28:19.000Z
@PPathole Haha true. Why do showers have such a wide range!?,2020-09-30T06:14:53.000Z
@EvaFoxU !!,2020-09-30T06:13:40.000Z
@RationalEtienne @WholeMarsBlog Yes,2020-09-30T06:11:50.000Z
@UniverCurious @physicsJ Light is not as fast as you’d think,2020-09-29T18:08:27.000Z
RT @SpaceX: Once this Dragon docks to the @space_station  there will be two Dragons docked simultaneously. Between crew and cargo missions …,2020-09-29T18:05:20.000Z
RT @SpaceX: SpaceX training of astronauts that will fly on board Dragon’s first operational mission is complete! When the crew arrives for…,2020-09-29T18:05:12.000Z
RT @SpaceX: After launch of Crew Dragon’s first operational mission with astronauts on board  SpaceX will launch its 21st cargo resupply mi…,2020-09-29T18:05:08.000Z
@SamTalksTesla Maybe we used too many magenta spotlights,2020-09-29T11:41:04.000Z
RT @KathyLueders: NEWS: We’re now targeting 2:40am ET Saturday  Oct. 31  for the launch of the @NASA and @SpaceX Crew-1 mission to send ast…,2020-09-29T10:07:09.000Z
@ValaAfshar @Tesla Having a low center of gravity makes a world of difference to safety,2020-09-29T00:20:37.000Z
@vm_one1 @waEMD @SpaceX We will probably IPO Starlink  but only several years in the future when revenue growth is smooth &amp; predictable. Public market does *not* like erratic cash flow haha. I’m a huge fan of small retail investors. Will make sure they get top priority. You can hold me to it.,2020-09-28T20:08:49.000Z
@PerezShivam @waEMD @SpaceX Fate loooves irony haha,2020-09-28T20:00:57.000Z
@waEMD @SpaceX Glad SpaceX could help! We are prioritizing emergency responders &amp; locations with no Internet connectivity at all.,2020-09-28T19:55:34.000Z
@austinbarnard45 True,2020-09-28T18:40:05.000Z
@teslavibes That’s total market  not all Tesla. We do see Tesla reaching 20M vehicles/year probably before 2030  but that requires consistently excellent execution.,2020-09-28T07:48:51.000Z
@CashMoneyLemon @CathieDWood @skorusARK Total market,2020-09-28T07:46:13.000Z
@CathieDWood @skorusARK Seven years for sure to 30M+ new fully electric vehicles per year  six years maybe. Five years is possible  but unlikely. An extra year makes a giant difference when it comes to exponentials.,2020-09-28T07:42:48.000Z
@flcnhvy @CathieDWood Both will do original cars,2020-09-28T07:37:54.000Z
@CathieDWood We aren’t cutting the price of Model 3 to $25k. I was referring to a future car that will be smaller than Model 3.,2020-09-28T07:26:09.000Z
@brian_heide @Tesla What about a heavy duty  paintball machine gun mounted on the bed rails?,2020-09-28T00:58:18.000Z
@Pickenheim @matthew_kerle New version coming soon,2020-09-28T00:11:25.000Z
@WholeMarsBlog Suppliers. We’re only doing high energy nickel ourselves  at least for now. Also  maybe the presentation wasn’t clear that we’ve actually had our cells in packs driving cars for several months. Prototypes are trivial  volume production is hard.,2020-09-26T23:48:29.000Z
https://t.co/r1Sox7vta8,2020-09-26T23:39:31.000Z
@TeslaGong @DrSallyL @sydney_ev @_TeslaTom @TeslaStraya @outbacktesla @ev_outback @Michael01996367 @cvanderstock @teslaownersau @AhillfromOZ @rjo71342 @EVHQ2 @michadru29 @DunkenKBliths If it passes Australian regulations  then sure,2020-09-26T23:28:00.000Z
@ScottAdamsSays 🤣🤣,2020-09-26T23:15:32.000Z
@flcnhvy @Kristennetten Checking into it,2020-09-26T20:27:14.000Z
@Kristennetten Totally up to you  but if you head to a Tesla delivery center near you &amp; maybe help out new owners  that would be cool,2020-09-26T20:22:47.000Z
@ID_AA_Carmack Completely agree,2020-09-26T20:17:39.000Z
@Erdayastronaut Yes  the flaps are now directly driven by electric motors with a gearbox! No more hydraulics.,2020-09-26T19:52:37.000Z
Thanks Tesla Team for great work on deliveries! For new owners  we super appreciate accommodating us on delivery timing! Definitely one of our toughest quarters in global logistics.,2020-09-26T19:44:56.000Z
@ScottAdamsSays There are times when I feel like I’m living in a Dilbert cartoon,2020-09-26T19:40:25.000Z
@ArtifactsHub That species has stood the test of time,2020-09-26T18:05:24.000Z
@flcnhvy @NASASpaceflight @austinbarnard45 @PPathole Mostly 304L  some 301. Broke at 301 to 304 interface. SN9 will be all 304. Also  we’re making some tweaks to the 304 alloy mixture.,2020-09-26T18:03:14.000Z
@NASASpaceflight @austinbarnard45 @PPathole 8 bar differential in ullage  9 bar at base due to propellant head. It’s enough. Improvements in work.,2020-09-26T17:58:58.000Z
@PPathole We just need enough height to test body flaps &amp; drawing propellant from headers vs main tanks. Will do several flights to confirm working well  then add heat shield &amp; go high Mach.,2020-09-26T17:46:28.000Z
First flight is to 15km or ~50 000 ft,2020-09-26T17:41:21.000Z
Nosecone &amp; front flaps next week. SN9 next month.,2020-09-26T17:38:09.000Z
Starship SN8 with rear body flaps https://t.co/GdxMbzX0ct,2020-09-26T17:36:31.000Z
@waitbutwhy https://t.co/V6us36YHO6,2020-09-26T17:10:35.000Z
@muratpak Sure,2020-09-26T07:20:37.000Z
@EvaFoxU True,2020-09-26T06:57:17.000Z
RT @SpaceX: Falcon 9 will launch @NASA’s super cool Interstellar Mapping and Acceleration Probe (IMAP)  which will help researchers better…,2020-09-26T06:19:15.000Z
@hisdirtremoves @SpaceX Not bad,2020-09-26T03:52:43.000Z
@enn_nafnlaus @ajtourville Exactly,2020-09-26T02:41:25.000Z
@ajtourville @MunroAssociates Sandy Munro understands engineering,2020-09-26T02:17:28.000Z
@DaRealWamos Turns out they mostly press the letter s &amp; 💩 on the typewriter 🤣https://t.co/KaarAJVL2b,2020-09-26T01:58:54.000Z
Centaur with a bow obviously https://t.co/cfKfkFFXp0,2020-09-26T01:52:11.000Z
@justpaulinelol @EvaFoxU Haha,2020-09-26T01:47:48.000Z
@EvaFoxU Something like this https://t.co/NDVuUmms67,2020-09-26T01:47:08.000Z
@ajtourville Can’t support 3 wheel vehicles. Not safe enough.,2020-09-26T00:54:07.000Z
@RGVaerialphotos ~9007mm,2020-09-25T23:07:32.000Z
@MarlonSIX60 Something appealing about Hawking/Hartle idea  but I agree with Turok/Feldbrugge/Lehners,2020-09-25T08:54:59.000Z
@muratpak 🖤 ur algo,2020-09-25T08:51:54.000Z
@PPathole @MarlonSIX60 True,2020-09-25T08:13:19.000Z
@PPathole @Erdayastronaut There are some practical size constraints too. Can’t be too big to fit in the engine compartment. But  it could be a little bigger. 380 sec Isp would be nice.,2020-09-25T08:08:20.000Z
@PPathole @Erdayastronaut Doesn’t seem to be a problem. We could probably increase area ratio  given 330 bar max demonstrated chamber pressure.,2020-09-25T07:58:58.000Z
@MarlonSIX60 https://t.co/GzljMNYCiu,2020-09-25T07:54:35.000Z
@DJSnM Preburners ignite  then main chamber,2020-09-25T07:37:44.000Z
@MarlonSIX60 Where is our prediction of probability inaccurate?,2020-09-25T07:34:38.000Z
@MarlonSIX60 Or energy &amp; time  but besides that what?,2020-09-25T07:32:14.000Z
@podcastnotes Genetic engineering is too slow unless you use a synthetic virus,2020-09-25T07:24:31.000Z
What can’t we predict?,2020-09-25T07:12:20.000Z
@tobyliiiiiiiiii @Erdayastronaut Yeah  but might not need it,2020-09-25T06:55:18.000Z
@Erdayastronaut 107 expansion ratio. You can a little bit of flow separation towards the end of the nozzle.,2020-09-25T06:53:59.000Z
RT @SpaceX: Completed a full duration test fire of the Raptor Vacuum engine at SpaceX’s rocket development facility in McGregor  Texas http…,2020-09-25T06:27:40.000Z
RT @SpaceX: RVac and sea level Raptor with a human for scale https://t.co/xqiPQUY4Pl,2020-09-25T06:27:36.000Z
Only thing beyond ludicrous is plaid https://t.co/rHuWk20EGG,2020-09-24T16:57:39.000Z
@xiang_aw @WholeMarsBlog This does seem like the opposite of open. OpenAI is essentially captured by Microsoft.,2020-09-24T08:50:43.000Z
@WholeMarsBlog Haha true,2020-09-24T03:39:34.000Z
@oneandonlyheady Maybe I will …,2020-09-24T02:39:09.000Z
@TechAmazing @UniverCurious Jets are so cool,2020-09-23T23:31:48.000Z
@flcnhvy @Gfilche @YahooFinance Pretty much,2020-09-23T21:12:12.000Z
@1stPrinciples4L @Gfilche @YahooFinance Yes,2020-09-23T21:07:43.000Z
@Gfilche @YahooFinance Yahoo Finance is as dumb as it sounds,2020-09-23T21:01:54.000Z
@ICannot_Enough Yes,2020-09-23T17:29:43.000Z
@Neopork85 @SpaceX Haha,2020-09-23T17:23:04.000Z
@tobyliiiiiiiiii @Tesla Roadster will be better,2020-09-23T08:15:50.000Z
@PPathole Probably,2020-09-23T01:29:38.000Z
Cybertruck  ATV  Roadster &amp; SemiC A R S https://t.co/4Aq1A5cYkH,2020-09-23T00:28:04.000Z
@FutureJurvetson @hiromichimizuno Thanks for your many years of support through very tough times!,2020-09-23T00:25:16.000Z
@ICannot_Enough @WholeMarsBlog We will be a little below that this year (most challenging year we’ve ever had)  but probably above that next few years,2020-09-23T00:23:53.000Z
@WholeMarsBlog That’s about right. Maybe a little faster.,2020-09-23T00:17:21.000Z
@umutcnbostanci Yes,2020-09-22T23:24:27.000Z
@teslaownersSV cgi irl,2020-09-22T23:23:49.000Z
@tobyliiiiiiiiii @CARandDRIVER @Tesla Haha,2020-09-22T21:02:01.000Z
RT @CARandDRIVER: We drove a Model S Long Range Plus for 422.7 miles in California and believe we could have made it to 430. @Tesla explain…,2020-09-22T21:00:10.000Z
The extreme difficulty of scaling production of new technology is not well understood. It’s 1000% to 10 000% harder than making a few prototypes. The machine that makes the machine is vastly harder than the machine itself.,2020-09-22T05:56:48.000Z
@NASASpaceflight @BocaChicaGal Haha,2020-09-22T00:27:40.000Z
We intend to increase  not reduce battery cell purchases from Panasonic  LG &amp; CATL (possibly other partners too). However  even with our cell suppliers going at maximum speed  we still foresee significant shortages in 2022 &amp; beyond unless we also take action ourselves.,2020-09-21T21:00:46.000Z
Important note about Tesla Battery Day unveil tomorrow. This affects long-term production  especially Semi  Cybertruck &amp; Roadster  but what we announce will not reach serious high-volume production until 2022.,2020-09-21T20:56:52.000Z
@EvaFoxU Thanks!,2020-09-21T20:54:31.000Z
@Neopork85 @SpaceX @MarcusHouseGame We really need better legs for Starship. They’re coming.,2020-09-21T20:54:06.000Z
@Neopork85 @SpaceX @MarcusHouseGame Most likely  all flaps will fold after landing to reduce wind tip over force. There may be some cases where flaps deployed help stability (change in wind direction)  in which case one or more flaps will extend.,2020-09-21T20:53:29.000Z
@Model3Owners Fine  we’ll do it already 😀,2020-09-21T20:49:24.000Z
@ARKInvest @TashaARK Good analysis  although I think we should wait until FSD is a bit more mature,2020-09-21T20:47:52.000Z
@singing__surfer I’m pretty sure Tesla could do a much better autocorrect. The bar is so low haha.,2020-09-21T20:27:42.000Z
@LorenzoTeixeir4 @Zog_Fot_Pik @samiralyateem @ID_AA_Carmack True,2020-09-20T23:53:00.000Z
@IgorAntarov @soumiksf @ID_AA_Carmack Custom ultra high speed bus &amp; efficient cooling,2020-09-20T23:51:24.000Z
@teslaownersSV @jgrano305 @soumiksf @ID_AA_Carmack Ok,2020-09-20T23:49:35.000Z
@flcnhvy @soumiksf @ID_AA_Carmack Pretty much any machine-learning,2020-09-20T23:49:16.000Z
@jgrano305 @soumiksf @ID_AA_Carmack It’s big,2020-09-20T23:48:49.000Z
@Zog_Fot_Pik @samiralyateem @ID_AA_Carmack Sure,2020-09-20T23:46:28.000Z
@soumiksf @ID_AA_Carmack Yeah  we will open Dojo for training as a web service once we work out the bugs,2020-09-20T23:45:31.000Z
@samiralyateem @ID_AA_Carmack There are a lot of pointless zeroes in FP32 neural nets. You can chop off 16 of the 32 bits without losing meaningful precision. This works well with neural nets  but not with regular computing  which expects extreme precision.,2020-09-20T23:34:07.000Z
@soumiksf @ID_AA_Carmack Dojo uses our own chips &amp; a computer architecture optimized for neural net training  not a GPU cluster. Could be wrong  but I think it will be best in world.,2020-09-20T23:28:14.000Z
@llamaa35079089 @ID_AA_Carmack @Tesla You really want waypoints this much?,2020-09-20T23:22:50.000Z
@ID_AA_Carmack For Dojo  we’re betting on FP16 with floating floating point (essentially  truncating mostly zeroes)  so it feels like FP32 &amp; existing software just works. We considered FP8 for a while  but everyone hated it. I even asked Twitter! For inference  int8 works great.,2020-09-20T23:21:18.000Z
@WholeMarsBlog Yes,2020-09-20T21:20:00.000Z
@BabyTesla3 @WholeMarsBlog Yes,2020-09-20T20:37:27.000Z
@WholeMarsBlog There’ll be lots of green space around factory  but building itself is continuous. The “open” areas inside are covered. They’re internal semi truck roads inside a giant monolithic building.,2020-09-20T20:35:29.000Z
@SavedTesla @peterdog15 Shaped like a diamond &amp; aligned on true north,2020-09-20T03:33:30.000Z
A prior track record of exceptional achievement in engineering *is* required  but *no* prior experience working on the brain or human physiology is required. We will teach you what’s known about the brain  which is not much tbh.,2020-09-19T17:19:33.000Z
If you feel Neuralink might have incorrectly overlooked your resume or declined to  make an offer  please lmk in comment below https://t.co/G81RblBZ0Z,2020-09-19T17:08:00.000Z
@teslaownersSV @Model3Owners @TrungTPhan Felt I had done enough on the Internet (Zip2 &amp; PayPal) that my work would be useful to others. Needed to get going on accelerating sustainable energy &amp; making life multiplanetary.,2020-09-19T17:02:50.000Z
@Model3Owners @TrungTPhan It took an utterly insane amount of work to move the SpaceX &amp; Tesla success probabilities above ~zero,2020-09-19T16:47:57.000Z
@TrungTPhan To be frank  in the early days  I thought there was &gt;90% chance that both SpaceX &amp; Tesla would be worth $0. The press &amp; aerospace / automotive industry at the time (correctly) agreed with me.,2020-09-19T16:30:56.000Z
@fermatslibrary Irrational is such a funny word to describe numbers,2020-09-19T15:59:23.000Z
of course I still love you,2020-09-18T16:22:25.000Z
@DeborahPatteri @TENETFilm Sure  but which planet?,2020-09-18T16:04:43.000Z
@TENETFilm Good movie,2020-09-18T15:59:44.000Z
@Erdayastronaut Current was too strong for droneship to hold station. Thrusters to be upgraded for future missions.,2020-09-18T02:13:37.000Z
@ChrisDungeon Lot has happened in 13 years,2020-09-17T18:07:46.000Z
@Teslarati It will be very insane,2020-09-17T08:04:35.000Z
Speedrunning Factorio in real life …,2020-09-17T07:15:03.000Z
@cleantechnica No  but you make some great points. Important to note that iron’s cost advantage is partly offset by increased pack mass  so the fully considered cost is closer to nickel. That said  iron alleviates much of the scaling problem.,2020-09-17T04:39:07.000Z
@CoderFoot @m2jr @BernieSanders Yup,2020-09-17T02:32:32.000Z
Fallout Shelter is on your Tesla. Tap the Entertainment button.,2020-09-16T20:18:25.000Z
@m2jr @BernieSanders Implicit conflation of consumption &amp; capital allocation is the foundational error,2020-09-16T20:16:09.000Z
@Kristennetten Great idea!,2020-09-16T19:57:03.000Z
🖤 Fallout Radio  🖤https://t.co/gNo8XFjx8b,2020-09-16T19:39:43.000Z
@TJLK There are some eerie parallels between The Boring Company &amp; Vault-Tec. We also built our first demonstration tunnel/vault in LA.,2020-09-16T19:25:52.000Z
Doubles as an underground nuclear shelter 😀👍 https://t.co/CvI0YRjObE,2020-09-16T19:19:13.000Z
@flcnhvy @lexfridman Yeah,2020-09-16T08:08:15.000Z
@tesladri @ID_AA_Carmack @lexfridman Should be happening soon,2020-09-16T07:59:55.000Z
@ID_AA_Carmack @lexfridman A bit more obscure  but Starhammer &amp; Stainless Steel Rat,2020-09-16T07:54:48.000Z
@engineers_feed At first  I thought that was a parrot,2020-09-16T07:26:57.000Z
@JohnnaCrider1 @jhall They remind me of these guys https://t.co/Qt502U08np,2020-09-16T07:23:20.000Z
Story of my life,2020-09-15T21:13:39.000Z
https://t.co/Vn0Rv0yQ5q,2020-09-15T21:12:54.000Z
Tunnels under cities with self-driving electric cars will feel like warp driveFirst operational tunnel under Vegas almost doneThe @BoringCompany,2020-09-15T20:29:38.000Z
@jackfarrington For sure,2020-09-15T20:18:28.000Z
@jackfarrington @Tesla Good point,2020-09-15T20:17:34.000Z
Have you hugged a tunnel today?,2020-09-15T20:14:00.000Z
@ARKInvest @aurmanARK Good analysis,2020-09-15T20:06:51.000Z
@PPathole Exactly,2020-09-15T16:30:35.000Z
@flcnhvy Gary the snail is still winning  but we’re gaining on him/her,2020-09-15T16:12:18.000Z
Embrace tunnels!,2020-09-15T16:09:45.000Z
@ValaAfshar Tunnels are the solution to traffic. You can have as many levels as you want. Usable tunnel depth far exceeds tallest buildings  so would work even for New York or Beijing.,2020-09-15T16:09:18.000Z
@MatthewCable6 @ErcXspace Just a guess  but probably mid teens. Booster &amp; stacking on orbital pad are likely limiting factors. We’ll build several ships just to improve the production system.,2020-09-15T01:48:35.000Z
@ErcXspace Pretty accurate simulation  although SN8 will use 3 Raptors. If SN8 craters  SN9 &amp; SN10 are close behind. High production rate allows for fast iteration.,2020-09-15T01:42:52.000Z
@teslavibes Couldn’t agree more — major software improvements are already in place to extend its life &amp; more coming,2020-09-15T00:42:48.000Z
@cleantechnica Definitely not. Smartwatches &amp; phones are yesterday’s technology  Neuralinks are the future.,2020-09-14T18:13:37.000Z
@engineers_feed Seems like they should make a whole outfit out of that material,2020-09-14T17:29:13.000Z
@sama Ancient Greece had it all &amp; then committed suicide. Nobody digs your grave better than yourself.,2020-09-14T09:16:29.000Z
@flcnhvy @sama True,2020-09-14T08:47:10.000Z
@HistoryInPics The LEGO Movie was awesome,2020-09-14T08:44:40.000Z
@sama The Story of Civilization. First book is a little dry  but second book  The Life of Greece  is incredible. https://t.co/46lBciX7FI,2020-09-14T08:41:22.000Z
@Erdayastronaut I’m wearing your F-1 engine shirt right now!,2020-09-13T21:13:07.000Z
@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Cumulative mass to orbit per year (corrected for GTO &amp; other high energy orbits) is the best comparative metric imo,2020-09-13T19:13:16.000Z
@PPathole @_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX That’s the number that really matters,2020-09-13T19:11:14.000Z
@_rykllan @FelixSchlang @spaceXcentric @MarcusHouseGame @SpaceX Anyone tracking tonnage to orbit per year for all launch vehicles?,2020-09-13T18:05:48.000Z
One way or another  excitement guaranteed! Support of greater Boca  Padre  Brownsville community is very much appreciated.,2020-09-12T17:40:23.000Z
SN8 Starship with flaps &amp; nosecone should be done in about a week. Then static fire  checkouts  static fire  fly to 60 000 ft &amp; back.,2020-09-12T17:37:36.000Z
@SpacePadreIsle @BocaChicaGal @NASASpaceflight Can someone do a boat service from South Padre to Boca?,2020-09-12T17:32:32.000Z
@WhatsupFranks @samiralyateem @WholeMarsBlog Exactly. Problems like that have been addressed.,2020-09-12T16:03:24.000Z
@PPathole @WholeMarsBlog Yes. Good insight.,2020-09-12T15:37:56.000Z
@samiralyateem @WholeMarsBlog All frames stitched to single frame (tricky  as all cameras overlap in different ways) &amp; then creating video segments for labeling &amp; training. Everything from the labeling tools themselves to training to inference had to be rewritten.,2020-09-12T15:37:14.000Z
