text,created_at
@CodingMark @JosephVVallace @teslaownersSV @Kristennetten @thirdrowtesla @Tesla Yeah  it’s named after my friend Joe who suggested the feature,2020-04-23T03:57:38.000Z
@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Maybe just make Joe Mode quieter?,2020-04-23T03:29:23.000Z
@flcnhvy Private beta begins in ~3 months  public beta in ~6 months  starting with high latitudes,2020-04-23T00:17:25.000Z
In advance of this  please try to hack Starlink &amp; Tesla Mothership! https://t.co/msdv8Dq2BN,2020-04-23T00:07:29.000Z
There are now 420 operational Starlink satellites 🛰 😉,2020-04-22T22:15:10.000Z
@PPathole @Supernova_Style New York seeing same results for invasive ventilators as Wuhan https://t.co/yYrjwWwixl,2020-04-22T22:04:30.000Z
RT @SpaceX: Starlink will deliver high speed broadband internet to locations where access has been unreliable  expensive  or completely una…,2020-04-22T21:05:54.000Z
RT @SpaceX: Successful deployment of 60 Starlink satellites confirmed https://t.co/h3e6QmKRue,2020-04-22T20:59:54.000Z
RT @SpaceX: Watch Falcon 9 launch 60 Starlink satellites → https://t.co/gtC39uBC7z  https://t.co/islIJwNrL1,2020-04-22T19:27:37.000Z
@skorusARK Pretty much. We place high value on simulation too  but nothing’s as weird as reality!,2020-04-22T18:51:02.000Z
@TesLatino @flcnhvy @anime_virus @thirdrowtesla @MFrunker @SpaceX It’s made of a special dark foam that’s extremely radio transparent  so as not to affect the phased array antennas. Looks a lot like a car sun visor.,2020-04-22T15:49:44.000Z
@Erdayastronaut @flcnhvy @anime_virus @thirdrowtesla @MFrunker Solar panel angle during orbit raise / park. We’re fixing it now.,2020-04-22T15:45:47.000Z
@OwenSparks_ @flcnhvy @anime_virus @thirdrowtesla @MFrunker Yes,2020-04-22T15:42:08.000Z
@flcnhvy @anime_virus @thirdrowtesla @MFrunker They are in fact being deorbited haha,2020-04-22T15:41:28.000Z
@yourfavgas @julia_bergeron @NASASpaceflight Small amount of isopropyl alcohol (cleaning fluid) was trapped in a sensor dead leg &amp; ignited in flight,2020-04-22T15:40:26.000Z
@julia_bergeron @NASASpaceflight Sure hope so!,2020-04-22T15:36:47.000Z
@TOGregTO Frankly  much of the stimulus money is questionable  but this much to oil &amp; gas seems especially so,2020-04-22T15:29:03.000Z
@TOGregTO Not the greatest use of money,2020-04-22T15:24:20.000Z
RT @SpaceX: New T-0 of 3:30 p.m. EDT  19:30 UTC  for today’s launch of Starlink,2020-04-22T14:50:48.000Z
@anime_virus @flcnhvy @thirdrowtesla @MFrunker If this launch succeeds  we will have put up 422 satellites …,2020-04-22T14:50:25.000Z
RT @SpaceX: Happy Earth Day! https://t.co/wvFit5hIq3,2020-04-22T14:45:10.000Z
@thirdrowtesla @MFrunker Thanks! We are taking some key steps to reduce satellite brightness btw. Should be much less noticeable during orbit raise by changing solar panel angle &amp; all sats get sunshades starting with launch 9.,2020-04-22T08:12:13.000Z
@thirdrowtesla @MFrunker Makes sense,2020-04-22T08:00:51.000Z
@nichegamer Nice,2020-04-22T02:54:01.000Z
@jgrano305 @PPathole @Supernova_Style Anything surprising?,2020-04-22T02:47:29.000Z
@PPathole @Supernova_Style Numbers I was told from Wuhan were 80% to 90% mortality rate for invasive ventilators. Those are not good odds.,2020-04-22T02:44:11.000Z
@Supernova_Style When I talked to doctors in Wuhan  they recommended against invasive ventilators &amp; in favor of non-invasive,2020-04-22T02:40:36.000Z
@Supernova_Style No kidding …,2020-04-22T02:37:18.000Z
@ChrisG_NSF @NASASpaceflight Good article,2020-04-21T23:07:58.000Z
@PPathole @AnnieW Am in Boca working on the rocket with an awesome team  so pretty great :),2020-04-21T23:05:23.000Z
@AnnieW 🤣🤣,2020-04-21T22:12:20.000Z
@brendan2908 @cleantechnica Definitely header tanks &amp; nosecone on SN5  hopefully flaps too. Definitely flaps on SN6,2020-04-21T11:14:28.000Z
@cleantechnica Crazy times!,2020-04-21T11:03:52.000Z
@archillect Red sky of Mars isBlue at dawn &amp; dusk,2020-04-21T10:56:46.000Z
@PPathole @morgan_murphy Check the warranty …,2020-04-21T10:53:10.000Z
@morgan_murphy Guaranteed to make any party more fun!,2020-04-21T10:45:52.000Z
RT @NASA: On May 1  we're previewing the return of human spaceflight to U.S. soil. 🇺🇸 Hear from @JimBridenstine  @SpaceX and NASA managers…,2020-04-21T00:23:44.000Z
@Teslarati Thanks everyone! Still can’t believe I was born 69 days after 4/20 🤓,2020-04-20T20:39:34.000Z
@batflyer @tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yes. It will even float for a while.,2020-04-20T04:54:45.000Z
@tobyliiiiiiiiii @Kristennetten @thirdrowtesla @Tesla Yeah  and whole lot more! Aargh  I’m dying to make Cybertruck like yesterday!!,2020-04-20T04:16:10.000Z
@teslaownersSV @Kristennetten @thirdrowtesla @Tesla Thinking about this …,2020-04-20T04:15:16.000Z
@Kristennetten @thirdrowtesla @Tesla This is the key paragraph https://t.co/zvTWhPVcM4,2020-04-20T04:13:33.000Z
@alvianchoiri @Erdayastronaut @BocaChicaGal @NASASpaceflight @SpaceX Pretty much,2020-04-19T05:50:53.000Z
@Erdayastronaut @BocaChicaGal @NASASpaceflight @SpaceX Mechanically attached to steel studs. Insulation is certainly the intention!,2020-04-19T05:10:47.000Z
Best political platform ever https://t.co/CRbNFdQj4B,2020-04-19T01:03:40.000Z
@Erdayastronaut @teslaownersSV @NASA SpaceX has a lot of experience berthing &amp; now docking with @Space_Station  which is very difficult. Orbital refilling should in theory be easier  since Starships dock with themselves &amp; will be uncrewed at first.,2020-04-19T00:54:28.000Z
@RationalEtienne @teslaownersSV @Erdayastronaut Great platform 🤣🤣,2020-04-19T00:47:56.000Z
@Johnny_Detroit @WhatsupFranks @flcnhvy !!,2020-04-19T00:44:18.000Z
@teslaownersSV @Erdayastronaut Fully reusable orbital rocket  then orbital refilling  then Mars,2020-04-19T00:41:07.000Z
@Peter_J_Beck @thesheetztweetz @ulalaunch @torybruno @SpaceX 10% would be impressive. Anything below a 20% payload hit would be outstanding.,2020-04-19T00:39:17.000Z
@Erdayastronaut I sure hope so! This will inspire the world &amp; get people excited about the future  just as Apollo did. It wasn’t just that a few people went to the moon  they went there for all humankind.,2020-04-19T00:36:21.000Z
@WhatsupFranks @flcnhvy Another reason reported mortality rate is overstated is that dying *with* covid is not same as dying *from* covid. Media keeps reporting former  not latter.,2020-04-19T00:33:08.000Z
@InSpaceXItrust @jgrano305 Maybe 1.5% change to interior dimensions. Still very roomy.,2020-04-19T00:18:14.000Z
@jgrano305 Probably 3 to 6 months,2020-04-19T00:16:19.000Z
@flcnhvy Moreover  there is mounting evidence that invasive is suboptimal for covid. If they put Boris Johnson on mask ventilator  but *not* invasive  that tells you something! This article incorrectly conflates invasive as “ventilator”  but makes many good points https://t.co/5cPQ29wOvu,2020-04-19T00:15:16.000Z
@flcnhvy You’d think they’d at least be Wikipedia-level informed about ventilators! It clearly articulates the difference between invasive &amp; non-invasive. It’s very misleading to the public to claim that only the invasive type are “real ventilators”.https://t.co/wHkAQ9177V,2020-04-19T00:08:10.000Z
@PPathole @nichegamer My kids loved that one when they were little,2020-04-18T22:17:33.000Z
@nichegamer 🤣🤣,2020-04-18T22:06:57.000Z
@SpaceForceDoD @AF_Academy Congratulations again! Starfleet begins …,2020-04-18T21:16:43.000Z
@marcelzimmer @parth_dhawale @Tesla The way it should be!,2020-04-18T21:13:38.000Z
@AF_Academy You’re welcome! Very exciting times ahead for space.,2020-04-18T18:57:02.000Z
@bluemoondance74 @MichaelCanary02 @Erdayastronaut @dwesterster Raptor is going through many development tests. Merlin is doing acceptance tests  as the design is stable. Depending on how you count them  there are about 6 engine stands operating in parallel.,2020-04-18T05:49:43.000Z
@tobyliiiiiiiiii @MichaelCanary02 @Erdayastronaut @dwesterster No  as the header tanks are quite small relative to main (~30 tons vs 1200 tons). Only uses very tip of the nose.,2020-04-18T05:46:25.000Z
@bluemoondance74 @MichaelCanary02 @Erdayastronaut @dwesterster SN5,2020-04-18T05:43:46.000Z
@MichaelCanary02 @Erdayastronaut @dwesterster No  oxygen header tank in nose is important to keep center of mass forward during atmospheric entry,2020-04-18T05:39:28.000Z
@PPathole @xkcdComic 🤣🤣,2020-04-18T05:37:25.000Z
@Erdayastronaut @dwesterster Similar  but seemingly small changes can have surprisingly big effects,2020-04-18T05:36:27.000Z
@jgrano305 @AusTeslaOwners Should be available as an in app purchase next month,2020-04-18T03:51:12.000Z
@AusTeslaOwners You’re right  will fix,2020-04-18T03:48:54.000Z
@TeslaGong @vincent13031925 @flcnhvy Good point. Yeah  Remdesivir is sounding very promising!,2020-04-18T03:03:22.000Z
Orbital human spaceflight returns to the Cape in six weeks! https://t.co/pH52N1KyoX,2020-04-18T03:02:28.000Z
@vincent13031925 @flcnhvy Advertising salespeople dressed as truth tellers,2020-04-18T02:51:54.000Z
@flcnhvy #CancelNewsNetwork,2020-04-18T02:23:13.000Z
RT @Commercial_Crew: Human spaceflight is returning to America! 🇺🇸🚀On May 27  @NASA astronauts @AstroBehnken and @Astro_Doug will launch…,2020-04-17T21:43:56.000Z
@Erdayastronaut @dwesterster Trying have fewer parts  so strakes are unlikely. Some very counterintuitive CFD results in both hypersonic &amp; subsonic regimes. Starship does controlled falling more than flying.,2020-04-17T19:04:32.000Z
@Erdayastronaut @dwesterster Flaps  actuator &amp; static aero are undergoing redesign for mass reduction &amp; simplicity,2020-04-17T18:55:43.000Z
@CovelloMassimo @Tesla Will do,2020-04-17T18:48:45.000Z
@flcnhvy True,2020-04-17T18:17:23.000Z
@Erdayastronaut @dwesterster Exactly,2020-04-17T18:12:36.000Z
@xkcdComic 🤣,2020-04-17T17:57:13.000Z
Good progress  but 18 years to launch our first humans is a long time. Technology must advance faster or there will be no city on the red planet in our lifetime. https://t.co/IsICexqxtV https://t.co/uzSpZFFemI,2020-04-17T17:54:52.000Z
@Teslarati Pretty much  although we also sent some Medtronic units  which are meant for extreme situations. Those require a lot of work to set up &amp; operate. Should be used sparingly. SpaceX is making the valve at the heart of that system.,2020-04-17T06:18:19.000Z
@AngelNDevil2 @S_Padival @fourthrowtesla @TESLAcharts It’s a hard problem  mostly due to esthetics  but it’s the future we should have,2020-04-17T05:55:13.000Z
@Kristennetten @TeslaGong @mattkalin @kimbal Reviewing overall system with vehicle engineering team next week. Should have number then.,2020-04-16T22:12:32.000Z
@jgrano305 @TeslaGong @mattkalin @kimbal Reduced size by ~3%  center line is more level &amp; lower window sill height,2020-04-16T22:10:32.000Z
@JohnCrumrine @neiltyson 🤣🤣,2020-04-16T22:08:10.000Z
@TeslaGong @mattkalin @kimbal All new,2020-04-16T22:07:34.000Z
@neiltyson It is about 10% too small  but lots of fun 😀,2020-04-16T22:07:09.000Z
@mattkalin @kimbal We’re working on increasing dynamic air suspension travel for better off-roading. Needs to kick butt in Baja.,2020-04-16T21:54:10.000Z
@kimbal Karma is real,2020-04-16T21:50:10.000Z
@westcoastbill Yeah  super messed up,2020-04-16T21:47:24.000Z
These were based on direct requests from their ICU wards  with exact specifications of each unit provided before shipment,2020-04-16T17:56:33.000Z
Partial list of hospitals to which Tesla sent ventilators https://t.co/sfI6yuUbrM,2020-04-16T17:54:18.000Z
@mdornic @CNN Perhaps you are unaware that Twitter has a search function? The hospitals *themselves* acknowledged receipt of ventilators.,2020-04-16T16:46:58.000Z
@engineers_feed Nice,2020-04-16T10:08:50.000Z
@johnkrausphotos @Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee All,2020-04-16T09:40:56.000Z
@NatureNews Interesting,2020-04-16T09:15:03.000Z
@ADMofLibertalia So true,2020-04-16T09:03:43.000Z
@CNN @GavinNewsom Not to mention Medtronic  who makes the most advanced ventilators in the world  also affirming our help! https://t.co/UlBmRGPtuc https://t.co/mKFUVsf2ZH,2020-04-16T08:37:51.000Z
@Amro_Alzeiq @CNN @GavinNewsom I literally have the receipts!! This is so dumb. 🤣🤣,2020-04-16T08:20:34.000Z
@CNN @GavinNewsom https://t.co/yymcNgZNv8,2020-04-16T08:14:10.000Z
@CNN @GavinNewsom https://t.co/QnBMe1nrdZ,2020-04-16T08:13:46.000Z
@CNN @GavinNewsom https://t.co/VqcEAPseCm,2020-04-16T08:13:25.000Z
@CNN @GavinNewsom https://t.co/OP6l8DBf7r https://t.co/hHLSZNUSMd,2020-04-16T07:59:24.000Z
@CNN @GavinNewsom https://t.co/2KfHKLfUJh https://t.co/yYbUdL6acQ,2020-04-16T07:58:30.000Z
@CNN @GavinNewsom https://t.co/2jVdZtexoT https://t.co/fzjt3dfP6C,2020-04-16T07:58:08.000Z
@CNN .@GavinNewsom please fix this misunderstanding,2020-04-16T07:57:19.000Z
@alandail @paulasaywhatnow @CNN Exactly,2020-04-16T07:55:06.000Z
@CNN What I find most surprising is that CNN still exists,2020-04-16T07:54:29.000Z
“Dr. Levitan advocates combining breathing support from a CPAP machine or regular oxygen with comfortable positioning”. Yup.,2020-04-16T07:50:51.000Z
“Don’t jump to intubation.” — Dr Caputo https://t.co/LtpsVqoZVf,2020-04-16T07:44:36.000Z
@teslaownersSV @flcnhvy @dschless @Bob_Wachter A mask or nose “ventilator” with moderately increased oxygen % will help. This is common in hospitals. Intubation  where a tube is jammed down your throat under sedation &amp; you’re fed high pressure  pure oxygen for several days to weeks is questionable.,2020-04-16T06:01:24.000Z
@flcnhvy @dschless @Bob_Wachter Sounds about right https://t.co/pEPVJi56Vg,2020-04-16T05:48:55.000Z
@dschless @Bob_Wachter Roughly what is the survival rate of intubated patients? I’m hearing 10% to 20%. Is this overly pessimistic?,2020-04-16T04:51:04.000Z
@TJShannon87 @Bob_Wachter I know of two nurses who had their job offers revoked  one in NYC and one in Arlington,2020-04-16T04:43:38.000Z
@annerajb @samoanpunch @cromas @Bob_Wachter We’re working super hard on getting traffic lights &amp; stops released. Reverse summon (auto park) will be part of the core Autopilot software upgrade for FSD later this year.,2020-04-16T04:38:49.000Z
@Bob_Wachter They were  but are they currently?,2020-04-16T04:22:43.000Z
@samoanpunch @cromas @Bob_Wachter Interesting,2020-04-16T04:20:46.000Z
@Bob_Wachter We are hearing almost all hospital ICUs have excess capacity. In some cases  60% empty.,2020-04-16T04:04:26.000Z
@RationalEtienne @PPathole @fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla Does seem that early use is wise. Solving late stage C19 probably requires two or three mechanisms of action.,2020-04-16T03:32:49.000Z
@Erdayastronaut @BnOrdhaug @sivanithu @tobyliiiiiiiiii @cabral_psyd @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab @Peter_J_Beck Sure,2020-04-16T02:51:04.000Z
@Erdayastronaut @sivanithu @tobyliiiiiiiiii @cabral_psyd @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab @Peter_J_Beck Production is by *far* the hard part. That’s why I’m not super worried about early Starship failures. Initial serial numbers are suboptimal  so would be lawn ornaments if they survived. That said  as lawn ornaments go  they’re pretty sweet …,2020-04-16T02:38:55.000Z
@nextspaceflight @Erdayastronaut @sivanithu @tobyliiiiiiiiii @cabral_psyd @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab @Peter_J_Beck SN4 won’t get flaps  so can only do flights with engine on. Just did a reset this week on flap  actuator &amp; static aero design. Either SN5 or SN6 will get flaps.,2020-04-16T02:34:29.000Z
@KeithMansfield @Erdayastronaut @sivanithu @tobyliiiiiiiiii @cabral_psyd @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab @Peter_J_Beck That’s for sure! 😅,2020-04-16T02:30:22.000Z
@Erdayastronaut @sivanithu @tobyliiiiiiiiii @cabral_psyd @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab @Peter_J_Beck I have great respect for anyone who gets a rocket to orbit! It’s very hard. I’m spending crazy hours on Starship design/production. It is truly an honor to work with such great engineers. SN4 is almost done 😀,2020-04-16T02:28:45.000Z
@PPathole @fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla My (again) personal favorite is https://t.co/rM1MqsVsr1,2020-04-16T02:24:27.000Z
@sivanithu @tobyliiiiiiiiii @cabral_psyd @Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee @RocketLab Some of the small launcher activity is cool  especially @rocketlab. Downsides are helicopter retrieval doesn’t scale to bigger rockets &amp; is highly weather-dependent. Also  propulsive landing is needed for moon/Mars. That said  it’s probably right move for small LEO vehicle.,2020-04-16T02:18:55.000Z
@fat__tire @Kristennetten @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla Vast majority of “ventilators” are not intratracheal  but  yes  jamming a pipe down a patient’s throat &amp; driving in high pressure  pure oxygen is definitely not how we evolved! My personal choice would be mask with moderate pressure at ~50% O2.https://t.co/pEPVJi56Vg,2020-04-16T02:10:25.000Z
@tobyliiiiiiiiii @cabral_psyd @sivanithu @Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee SN26,2020-04-16T02:04:07.000Z
@cabral_psyd @sivanithu @Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee Merlin is arguably version 6 or 7 by now. It’s a real workhorse  but looks so simple next to Raptor!,2020-04-16T02:00:00.000Z
@PPathole @Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla The way things are looking right now  the world will soon be flooded with excess ventilators. Even NY is giving them away!,2020-04-16T01:56:20.000Z
@Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee Fundamentally  Atlas is still dependent on Russia to launch,2020-04-16T01:54:49.000Z
@Erdayastronaut @imatsb @thesheetztweetz @SciGuySpace @Some1gee Yeah  Atlas main engine is Russian. Great engine  but not US. Also  their fairing is Swiss. I think interstage &amp; payload separation system also not US.,2020-04-16T01:53:33.000Z
@Robotbeat @ghotiing @CruizVinicius @josh119872 @SweetINXS @voteLabonte @Erdayastronaut @Tesla Tesla actually sent out ResMed  Philips &amp; Medtronic units. Latter is fully intratracheal. My personal opinion is that some ICUs are jumping the gun on intubation &amp; setting PEEP &amp; O2 too high. High pressure  pure oxygen increases risk of lung damage. https://t.co/2IUnS5DPOg,2020-04-16T01:50:01.000Z
@Erdayastronaut @thesheetztweetz @SciGuySpace @Some1gee Sorry  meant to say only US rocket. Atlas V is close  but not yet 100%.,2020-04-16T01:37:28.000Z
@davidmholtom @Nu23ro @SciGuySpace Tesla *was* saved by an investment in May 2009 from Daimler  not govt. Without that Daimler support  Tesla would have died. Super appreciated!,2020-04-16T01:30:48.000Z
@davidmholtom @Nu23ro @SciGuySpace Exactly. In mid 2009  Tesla received non-binding approval for loan program actually signed into law by Bush in late 2008. First actual disbursement was Q2 2010  long after BK danger passed. Loan was repaid early with interest. Taxpayers made money on it!!,2020-04-16T01:28:44.000Z
@thesheetztweetz @SciGuySpace @Some1gee Last I checked  over a million dollars less. Moreover  F9 is launching far more often &amp; is only rocket fully NASA-approved for launching astronauts  so that gap is increasing.,2020-04-16T01:22:50.000Z
@SciGuySpace @Some1gee Also  it costs less $ to insure a Falcon 9 mission. That’s the acid test.,2020-04-16T01:19:12.000Z
@SciGuySpace True. Only reason other medium &amp; heavy lift rocket companies are winning any missions at all is due to govt intervention. Otherwise  they’d be as defunct as expendable airplane companies. ULA is powered by lobbying.,2020-04-16T01:03:31.000Z
To be clear  Fremont &amp; Shanghai will also be upgraded over time  but it’s hard to retrofit these improvements to an operating paint shop,2020-04-15T00:02:29.000Z
Initial production at Giga Berlin is Model Y,2020-04-14T23:59:35.000Z
@brandonbernicky You will be able to wrap it in any color or pattern,2020-04-14T23:58:39.000Z
@justpaulinelol There’s tough competition for that title  but we will give it our best shot!,2020-04-14T23:58:13.000Z
Giga Berlin will have world’s most advanced paint shop  with more layers of stunning colors that subtly change with curvature,2020-04-14T23:56:31.000Z
@thirdrowtesla This will happen,2020-04-13T18:05:42.000Z
@PPathole @thirdrowtesla We stole that from cheetahs,2020-04-13T08:25:17.000Z
@thirdrowtesla In case it’s not already obvious  our product plan is basically stolen from Spaceballs,2020-04-13T08:22:44.000Z
@Sofiaan @thirdrowtesla There’s a lot to talk about just on the battery front  so  yeah  just that. I guess we could answer some powertrain questions in Q&amp;A.,2020-04-13T08:18:14.000Z
@thirdrowtesla Just battery day  but it will be great. Plaid powertrain will be later this year.,2020-04-13T08:14:09.000Z
@jp_obrien 五輪書,2020-04-13T03:20:59.000Z
While others party  he study the blade https://t.co/FBxEdIJ78M,2020-04-13T01:38:11.000Z
@tesletter DayQuil or NyQuil?,2020-04-12T22:50:07.000Z
Happy Easter!Follow the 🐇,2020-04-12T22:47:18.000Z
@RealLifeStarman @engineers_feed Yes,2020-04-12T07:34:23.000Z
@PPathole @LivingTesla @Tesla Functionality still looking good for this year. Regulatory approval is the big unknown.,2020-04-12T05:38:20.000Z
@LivingTesla @Tesla It’s not turned on. Meant for vandalism monitoring in a robotaxi future. Also  the car has transparent windows  so spying has limited value.,2020-04-12T05:36:36.000Z
Turns out that gun is for the toilet paper https://t.co/C1aAy0YZRi,2020-04-12T05:26:40.000Z
@MartyTee2 @greentheonly @davidhooperr Correct,2020-04-12T05:11:24.000Z
@thirdrowtesla Yes  this is a real problem. The science is not in doubt.,2020-04-11T21:24:12.000Z
@flcnhvy @thirdrowtesla Particulate matter from automotive exhausts has a much more serious impact on health than most people realize,2020-04-11T14:38:01.000Z
@katlinegrey @Zvezdichko @SciGuySpace @Rogozin In the future  it will be as strange to have expendable rockets as it would be to have expendable airplanes today. All will be reusable.,2020-04-11T14:06:09.000Z
@Darkellysio @katlinegrey @Zvezdichko @SciGuySpace The swivel wing design was cool. This seems like a good idea: https://t.co/Aq81q9oMdq,2020-04-11T14:03:06.000Z
@katlinegrey @Zvezdichko @SciGuySpace Strange  as SpaceX lands on land frequently. Russia has very talented engineers  but they must be given reusability as goal or success is impossible.,2020-04-11T13:55:34.000Z
@cleantechnica A lot has happened in 8 years,2020-04-11T13:42:04.000Z
@AbiyAhmedAli @Tesla Good talking to you too. It was an honor.,2020-04-11T07:12:23.000Z
@SciGuySpace SpaceX rockets are 80% reusable  theirs are 0%. This is the actual problem.,2020-04-11T06:45:17.000Z
@SamTalksTesla @cleantechnica 💯 Tragedy,2020-04-10T23:16:46.000Z
@cleantechnica Tunnels aren’t required for this  but might be the only realistic way to solve for downtown to downtown travel,2020-04-10T23:11:06.000Z
@nichegamer 🤣🤣,2020-04-10T07:42:17.000Z
But actually https://t.co/jlowaHobXO,2020-04-10T07:39:10.000Z
@arvnp @Jamie_Woodward_ The Standard Model is amazing for useful predictions. Truly amazing. Dark * seems sketch  but doesn’t appear to matter to our immediate future.https://t.co/CKnQSzXBZ2,2020-04-10T00:23:11.000Z
@Jamie_Woodward_ … is bs,2020-04-10T00:04:04.000Z
@Jamie_Woodward_ String theory,2020-04-09T22:58:40.000Z
@thirdrowtesla There’s a bit more to it than that,2020-04-09T20:03:52.000Z
@MountSinaiNYC @Tesla You’re welcome!,2020-04-09T15:39:57.000Z
RT @Tesla: Tesla wins 5/6 Kelley Blue Book awards🏆 Best Overall🏆 Best Value🏆 Most Refined🏆 Best Performance🏆 Best Styling,2020-04-09T09:19:06.000Z
@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 😮,2020-04-09T07:01:44.000Z
@chrisamirr @PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 All input is error. When is the fan speed wrong?,2020-04-09T06:57:15.000Z
@Sofiaan @RationalEtienne @thirdrowtesla @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Plaid Cybertruck is what I will drive,2020-04-09T06:23:56.000Z
@PPathole @bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 I’m not sure whether that number is lucky or unlucky,2020-04-09T06:22:22.000Z
@bryanMackSC @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 Hard to predict dates right now. Most likely postponed to mid May.,2020-04-09T06:19:37.000Z
@Milostoessel @RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 In about a year. Would come from Giga Berlin.,2020-04-09T06:16:46.000Z
@RationalEtienne @thirdrowtesla @Sofiaan @ICannot_Enough @Hein_The_Slayer @rmattila74 @28delayslater @kimbal @MoWo91 @Kristennetten @vincent13031925 You may return the vehicle for a full refund in the unlikely event that it causes domestic discord,2020-04-09T06:14:32.000Z
@JsEquinox Essentially,2020-04-08T22:23:59.000Z
@Afan_Mujawar .@GreatDismal,2020-04-08T22:23:12.000Z
@master_ov @flcnhvy @thirdrowtesla Good one,2020-04-08T22:20:42.000Z
What is simple in one arena is often profound in another,2020-04-08T22:18:50.000Z
@aaronbrighton @teslaownersSV @flcnhvy @thirdrowtesla Ok,2020-04-08T21:27:07.000Z
Great differences in technology exist in the world about which even hardcore technologists are unaware,2020-04-08T20:56:19.000Z
@flcnhvy @thirdrowtesla AddLabel -&gt; PersonDressedAsCone,2020-04-08T20:51:39.000Z
RT @SpaceX: Four years ago today  Falcon 9 landed on the Of Course I Still Love You droneship for the first time. Additional Falcon landing…,2020-04-08T19:51:08.000Z
@ajtourville @thirdrowtesla Certainly no problem for a 144 trillion operations per second computer to make ~15 steering/acceleration/braking maneuvers per second. That’s a trillion calculations between each output command.,2020-04-08T02:43:31.000Z
@thirdrowtesla Humans drive using 2 cameras on a slow gimbal &amp; are often distracted. A Tesla with 8 cameras  radar  sonar &amp; always being alert can definitely be superhuman.,2020-04-08T01:18:33.000Z
@GavinNewsom Cool,2020-04-07T23:26:33.000Z
@Erdayastronaut @SpaceX Aim for zero velocity just above surface &amp; fall. You won’t fall fast.,2020-04-07T23:00:49.000Z
@thirdrowtesla Fine by me,2020-04-07T22:40:09.000Z
The 20th &amp; final Dragon 1 mission is complete https://t.co/TyLLHA58Bw,2020-04-07T20:45:47.000Z
RT @NASA: We’re about to release a #Dragon into space.Tune in live at 8:45am ET to see a @SpaceX spacecraft packed with cargo and @ISS_Re…,2020-04-07T20:44:23.000Z
@ForumTesla Ok,2020-04-07T08:27:21.000Z
@rknapp_12 @Tesla @thirdrowtesla Coming soon,2020-04-07T06:29:35.000Z
@Erdayastronaut @JalenD25 @johnkrausphotos Definitely,2020-04-07T03:36:20.000Z
@PPathole @johnkrausphotos Probably best to keep control local  but easy to check status from afar,2020-04-07T01:51:13.000Z
@johnkrausphotos High pucker-factor landing https://t.co/cTHxc03Oee,2020-04-07T01:46:55.000Z
Here you go https://t.co/aVnwR0loX9 https://t.co/hjIs5fbBoy,2020-04-07T01:21:18.000Z
@kimbal !!,2020-04-07T01:17:55.000Z
@ndrew_lawrence @thirdrowtesla 🤣🤣,2020-04-06T22:54:58.000Z
@morgan_murphy @thirdrowtesla Puts our basic instincts on a roller coaster,2020-04-06T22:49:07.000Z
@morgan_murphy @thirdrowtesla Twitter causes id sinuation,2020-04-06T22:43:02.000Z
@flcnhvy @Sofiaan @Tesla That’s our goal!,2020-04-06T22:35:09.000Z
@People_Of_Space @SciGuySpace This is awesome!,2020-04-06T17:51:01.000Z
